https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/live/2022/09/05/world/typhoon-hinnamnor;2022-09-05 22:03:07+00:00;False;Typhoon Live Updates: Hinnamnor Slams Into South Korea;The storm will linger over the southern part of the nation Tuesday, bringing record winds and dumping as much as 24 inches of rain on some parts of the country.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/europe/ukraine-nuclear-plant.html;2022-09-05 21:50:49+00:00;False;Ukraine Nuclear Plant Disconnected From Grid After Shelling;A fire caused by shelling forced the staff of Europe’s largest nuclear plant to disconnect from the nation’s power grid, showing that risks remained at the plant despite the presence of U.N. experts.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/africa/somalia-famine-un.html;2022-09-05 21:32:58+00:00;False;In Somalia, ‘Famine Is at the Door,’ U.N. Warns;A U.N. official stopped short of officially declaring a famine in the country. But some aid workers said that the threshold had already been reached.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/europe/liz-truss-uk-prime-minister.html;2022-09-05 20:00:20+00:00;False;Liz Truss to Replace Boris Johnson at a Time of Crisis for Britain;Ms. Truss, who prevailed over Rishi Sunak, will be greeted by an array of vexing problems, including double-digit inflation, a looming recession, labor unrest and soaring household energy bills.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/europe/russia-journalist-safronov-treason.html;2022-09-05 19:51:53+00:00;False;Russia Sentences Journalist Ivan Safronov to 22 Years in Prison On Treason Charges;The prosecution of Ivan Safronov, a former defense reporter, sent chills through the Russian journalism community.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/europe/germany-extend-life-nuclear-reactors.html;2022-09-05 19:14:12+00:00;False;Breaking Taboo, Germany Extends Life of 2 Nuclear Reactors;The step is intended to cushion a growing energy crisis in Europe but could upend the country’s plans to become the first industrial power to shutter its program.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/americas/sakatchewan-weldon-cree.html;2022-09-05 19:06:12+00:00;False;Horror grips a bucolic farming region after the killing spree.;Police searches and the roar of helicopters disrupt the routine in a rural stretch of Saskatchewan.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/europe/germany-israel-apology-munich-games.html;2022-09-05 18:19:04+00:00;False;50 Years After Attack at Munich Olympics, a Formal German Apology;Palestinian militants killed 11 Israeli athletes at the Olympic Games in 1972. Decades later Germany asked the victims’ families for forgiveness for not keeping the delegation safe.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/05/world/europe/france-men-barbecues.html;2022-09-05 16:22:36+00:00;False;Of Barbecues and Men: A Summer Storm Brews Over Virility in France;A Green politician told men to get over meat and masculinity for the sake of the planet, setting off a sizzling argument.
https://rss.nytimes.com/services/xml/rss/nyt/World.xml;https://www.nytimes.com/2022/09/04/world/europe/other-european-nations-try-to-fight-rising-prices-as-fears-of-social-unrest-grow.html;2022-09-05 15:11:06+00:00;False;Other European nations try to fight rising prices as fears of social unrest grow.;Sweden, Germany, and the Czech Republic all announced new measures, while soaring energy prices and inflation stoked protests in Prague.
